Company,Product Name,Product Category,Label,Source,Original
Arco,ALADIN ECO 1 Detergente ecologico neutro,Cleaning Products,"Aladin Eco 1 is a neutral ecological detergent for the routine cleaning of floors and all washable surfaces. It is particularly suitable for the daily maintenance of shiny surfaces, such as ceramic and polished stone floors. It leaves a delicate fresh/floral scent in the environment. The recommended dose helps save and minimize environmental impact. It has a limited impact on aquatic environments; contains a limited amount of hazardous substances; and has been tested for its cleaning performance.",https://arcochimica.it/prodotti/aladin/aladin-ecolabel/aladin-eco-1-detergente-ecologico-neutro/,"Aladin Eco 1 detergente ecologico neutro per la pulizia ordinaria dei pavimenti e di tutte le superfici lavabili. Particolarmente indicato per la manutenzione quotidiana di superfici lucide, quali pavimenti in ceramica e lucidati a piombo. Lascia negli ambienti un delicato profumo fresco/fiorito. La dose consigliata consente di risparmiare e ridurre al minimo l’impatto ambientale. Impatto limitato sull’ambiente acquatico; quantitativo limitato di sostanze pericolose; testato per la prestazione detergente."
Alca,Lana e delicati Ecolabel,Cleaning Products,"It is a low-foam blend of surfactants and auxiliary components. It is a detergent specifically designed for the professional washing of wool garments and delicate fabrics (e.g., silk and viscose). It has good emulsifying power for dirt without damaging fabrics. It removes stains at low temperatures. It removes stains at low temperatures. It does not contain phosphorus, in respect of the environment, and it dissolves quickly. Product for professional use. Do not dispose of the container into the environment after use. Packaging is reusable for the same product. Dispose of the empty packaging in the plastic recycling bin.",https://alcachemical.it/prodotto/lana-e-delicati-ecolabel/,È una miscela a bassa schiuma di tensioattivi e componenti ausiliari. È un detersivo specifico per il lavaggio professionale di capi in lana e tessuti delicati (esempio seta e viscosa). Ha un buon potere emulsionante per lo sporco senza aggredire i tessuti. Elimina le macchie a bassa temperatura. Elimina le macchie a bassa temperatura. Non contiene fosforo per il rispetto dell’ambiente ed è a rapida solubilità. Prodotto per uso professionale. Non disperdere il contenitore nell’ambiente dopo l’uso. Imballaggio riutilizzabile per il medesimo prodotto. Conferire l’imballaggio vuoto nella raccolta differenziata della plastica.
Green Care,ACTIV color,Textile detergent,"ACTIV color is a specially designed detergent for colored textiles preventing color fading and not containing whitening agents or optical brighteners. The combination of biodegradable surfactants and sequestering agents enables an effective cleaning of colored textiles even in low temperatures and contributing to an efficient washing result. The containing natural enzymes and the emulsifying power ensure impeccable washing result. ACTIV color is certified with the EU Ecolabel and the formulation contains a high content of renewable ingredients and a plant-based surfactant system. Mainly composed of renewable sources, ACTIV color takes on the responsibility for future generations.",https://wmprof.com/products/activ-color/,y
Green Care,ACTIV delicat,Textile detergent,"ACTIV delicat is a fibre gentle detergent for delicate textiles. Respecting the biological cycles, it cares for people’s health and cleaning staff’s safety. The formulation gently cleans with natural almond oil, protects the wool during the washing process and cares for delicate and sensitive fabrics. ACTIV delicat offers highest material compatibility and is free of bleaching agents or optical brighteners. ACTIV delicat is dermatologically tested and as it excludes dyes, phosphates it is perfectly suitable for manual washing. Majorly composed of renewable resources, ACTIV delicat takes on the responsibility for future generations.",https://wmprof.com/products/activ-delicat/,y
Green Care,ACTIV intense,Textile detergent,"ACTIV intense is a specially designed detergent for all textiles providing bright white linen and fresh scent. The combination of biodegradable surfactants and sequestering agents enables an effective cleaning of all textiles even in low temperatures (from 30°C to 60°C) and contributing to an efficient washing result. With its natural enzymatic formula ACTIV intense delivers bright white linen and easily removes almost all kinds of stains. Its carefully selected fragrance according to the EU-Ecolabel criteria provides the textiles with a long-lasting fresh scent. ACTIV intense is certified with the EU Ecolabel and the formulation contains a high content of renewable ingredients and a plant-based surfactant system. Mainly composed of renewable sources, ACTIV intense takes on the responsibility for future generations.",https://wmprof.com/products/activ-intense/,y
Green Care,ACTIV liquid,Textile detergent,"ACTIV liquid is a universal detergent concentrate ensuring a high washing performance even at 30°C. Respecting the biological cycles, it cares for people’s health and cleaning staff’s safety. ACTIV liquid offers highest material compatibility and as it is free of bleaching agents it is applicable to white and colored fabrics. ACTIV liquid contains natural aloe vera extracts. Majorly composed of renewable resources, ACTIV liquid takes on the responsibility for future generations. ACTIV liquid is part of the Ecolabel certified ECOMPLETE SYSTEM (DE/039/007) in combination with SYSTEM alca and SYSTEM oxybleach.",https://wmprof.com/products/activ-liquid/,y
Green Care,ACTIV perfectKliks,Textile detergent,"ACTIV perfectKliks is extremely material friendly thanks to its natural soaps and enzymes and absence of bleaching agents while offering highest compatibility with all types of textiles allowing therefore a versatile use independently of water type, dirt level or water hardness. Thanks to its composition of natural soaps and enzymes ACTIV perfectKliks achieves an excellent washing performance even at 30°C for an outstanding economic use. Majorly composed of renewable resources, ACTIV perfectKliks takes on the responsibility for future generations. Optimized as system for energy and resource saving, it has to be used through automatic distribution. ACTIV perfectKliks can be either used alone or in combination with further Kliks products, such as SYSTEM powerKliks. KLIKS is a closed system with a clever packaging design providing maximum user safety and hygiene while guaranteeing the complete emptying of the product and a space saving disposal.",https://wmprof.com/products/activ-perfectkliks/,y
Green Care,BIOBACT clean,All-purpose cleaner,"BIOBACT clean is a pH-neutral cleaning detergent which cleans and eliminates bad odours in one step. Instead of simply masking bad odours, BIOBACT clean effectively breaks down organic substances, such as urine and food residues which are the root cause of foul-smelling environment. The added perfume leaves a pleasant scent in the room. The regular use of BIOBACT clean even prevents from new build-up of organic dirt (such as cellulose, grease, proteins, and starch). By the complete abandonment of hazardous ingredients, BIOBACT clean is a material friendly all-purpose cleaner for frequently used areas, waste management, public toilets / buildings. Made of 100% natural microorganisms, BIOBACT clean is safe in use and for the environment. BIOBACT clean comes in a highly sustainable bottle made of 100% recycled plastic",https://wmprof.com/products/biobact-clean/,y
Green Care,GREASE topSwitch,Multipurpose kitchen cleaner,"GREASE topSwitch can dissolve all kinds of stubborn dirt, is universally useable and does not leave smeary residues for uniform results. The highly concentrated circular formulation makes a cost-efficient use possible. GREASE topSwitch is part of the Switch system, that combines dosing and refilling. GREASE topSwitch comes in a highly sustainable bottle and Switch dosing cap made of 100% Post Consumer Recyclate allowing accurate and safe dosing while avoiding direct product contact. Thanks to the 1L mono-material Cradle to Cradle® Gold pouch, the bottle can be refilled again and again. Classification in use concentration: 5ml/4L; 5ml/0,75L:, Not a hazardous substance or mixture according to Regulation (EC) No. 1272/2008.",https://dms-werner-mertz.s3.eu-central-1.amazonaws.com/files/shares/technical-datasheets-si-ti/grease-topswitch/si-en-en-grease-topswitch-ta00001.pdf,y
Moroni Amato,Dermis Cucina,Multipurpose kitchen cleaner,"The Casa Dermis line is made only with plant-based raw materials from controlled sources, carefully selected from renewable resources. Equipped with the essential VEGAN OK certification, in full respect of the environment and consumer health, all products in this line are designed and produced with innovative hypoallergenic formulas. Furthermore, the surfactants in Dermis products are exclusively plant-based, making them biodegradable and compliant with regulation 648/2004/EC. The Casa Dermis line comes in elegant PET packaging, which is also recyclable, and with a pleasant Lavender fragrance that will make daily use enjoyable. It is important to note that all fragrances added to the product compositions of this line are completely biodegradable. The Casa Dermis line is ideal for removing the most stubborn dirt without scrubbing, thanks to its innovative Plus formula, which makes all bathroom surfaces shine while eliminating limescale buildup.",https://moroniamato.it/portfolio-item/dermis-cucina-citronella/,"La linea Casa Dermis è realizzata solo con materie prime vegetali di origine controllata scelte con cura da fonti rinnovabili. Provvista della fondamentale certificazione VEGAN OK, nel pieno rispetto dell’ambiente e della salute dei consumatori, tutti i prodotti di questa linea sono studiati e realizzati con formule innovative ipoallergeniche. Inoltre, i tensioattivi presenti nei prodotti Dermis hanno esclusivamente origine vegetale, caratteristica che li rende biodegradabili e in linea con il regolamento 648/2004/CE. La linea Casa Dermis si presenta in eleganti confezioni in PET, anch’esse riciclabili, e con una gradevole profumazione Lavanda che renderà piacevole il suo uso quotidiano. È importante sottolineare che tutti i profumi aggiunti nella composizione dei prodotti di questa linea sono completamente biodegradabili. La linea Casa Dermis è ideale per rimuovere lo sporco più ostinato, senza strofinare, grazie alla sua formula innovativa Plus che permette di rendere brillanti tutte le superfici del bagno, eliminando la formazione del calcare"
Moroni Amato,Dermis Eco Candeggina,Candeggina,"ECO CANDEGGINA DENSA VERDE is ideal for cleaning floors and hard surfaces such as stoneware, porcelain, ceramics, sanitary ware, sinks, and bathtubs. Do not use on marble and natural stone. Unlike classic bleach based on hypochlorite, ECO CANDEGGINA DENSA VERDE uses the whitening and cleaning power of oxygen, which is completely eco-sustainable because it generates only oxygen and water, respecting surfaces, fabrics, and the environment. In the washing machine and for handwashing, ECO CANDEGGINA DENSA VERDE acts gently on fabrics, dissolves stains, and protects colored clothes. Thanks to the presence of non-animal-derived surfactants, which are fully biodegradable, and its natural degreasing and cleaning power, ECO CANDEGGINA DENSA VERDE acts quickly and deeply, giving shine and brilliance to dirty and dull surfaces. Like all products from the DERMIS line, ECO CANDEGGINA DENSA VERDE contains only hypoallergenic Vegan Friendly fragrances and has been tested for Nickel, Chromium, Cobalt, and Lead, having passed all tests certifying the absence of heavy metals dangerous to the environment.",https://moroniamato.it/portfolio-item/dermis-eco-candeggina-densa-verde-900ml/,"L’ECO CANDEGGINA DENSA VERDE è ideale per la pulizia dei pavimenti e delle superfici dure quali gres, porcellanato, ceramiche, sanitari, lavandini e vasche da bagno. Non usare su marmo e pietra naturale. Rispetto alla classica candeggina a base ipoclorito, l’ECO CANDEGGINA DENSA VERDE utilizza la forza sbiancante e pulente dell’ossigeno completamente ecosostenibile, perché genera soltanto ossigeno ed acqua, rispettando le superfici, i tessuti e l’ambiente. In lavatrice e per bucato a mano ECO CANDEGGINA DENSA VERDE agisce sui tessuti in modo delicato scioglie le macchie e protegge i capi colorati. Grazie alla presenza di tensioattivi non di origine animale, completamente biodegradabili, e alla sua naturale forza sgrassante pulente, l’ECO CANDEGGINA DENSA VERDE agisce rapidamente e in profondità, donando brillantezza e splendore alle superfici sporche ed opache. Come tutti i prodotti della linea DERMIS l’ECO CANDEGGINA DENSA VERDE contiene soltanto profumi ipoallergenici Vegan Friendly e Nichel, Cromo, Cobalto e Piombo Tested, ha superato quindi tutti i test che ne certificano l’assenza di metalli pesanti pericolosi per l’ambiente."
Moroni Amato,Dermis Bucato a Mano,Textile detergent,"The Dermis Bucato a mano line is an important ally, featuring a formula specifically designed to deeply clean and leave even the most delicate garments soft and fragrant. Ideal for handwashing white and colored clothes at medium and low temperatures, with significant energy savings, the Dermis Bucato a mano line is enriched with Natural Soap and Wildflowers to give the entire family’s clothes a pleasant feeling of cleanliness and a fresh scent. The Dermis Bucato a mano line is hypoallergenic and made with carefully selected, plant-based raw materials from renewable sources. The biodegradability of the components and its plus formula, with natural ingredients, make it an environmentally friendly product, unbeatable against even the toughest stains. The Dermis Bucato a mano line is certified with the important VEGAN OK label, ensuring the absence of animal-derived substances. Natural soap and the wildflower fragrance of Dermis are your best allies for handwashing delicate garments.",https://moroniamato.it/portfolio-item/bucato-a-mano-sapone-naturale/,"La linea Dermis Bucato a mano è un importante alleato che presenta una formula studiata ad hoc per deterge in profondità e rendere soffici e profumati anche i capi più delicati. Ideale per lavare a mano vestiti bianchi e colorati a medie e basse temperature, con un notevole risparmio energetico, la linea Dermis Bucato a mano è arricchita di Sapone Naturale e Fiori di Campo per donare ai capi di tutta la famiglia una piacevole sensazione di pulito e un fresco profumo. La linea Dermis Bucato a mano è ipoallergenica e realizzata con materie prime di origine vegetale scelte con cura da fonti rinnovabili. La biodegradabilità dei componenti e la sua formula plus, con ingredienti naturali, lo rendono un prodotto a basso impatto ambientale e imbattibile contro le macchie più difficili da trattare. La linea Dermis Bucato a mano è dotata dell’importante certificazione VEGAN OK che attesta l’assenza di sostanze di origine animale.Sapone naturale e fragranza ai fiori campo di Dermis sono i tuoi migliori alleati per pulire a mano i capi delicati."
Moroni Amato,Dermis Ammorbidente,Ammorbidente,"The Ammorbidente Dermis is an ideal product for relaxing fibers, leaving clothes pleasantly scented. Used in the final phase of washing clothes, it is important that the fabric softener is gentle and compatible with the skin, even the most sensitive. For this reason, Ammorbidente Dermis is hypoallergenic and especially dermocompatible. Made with carefully selected, plant-based raw materials from renewable sources, Ammorbidente Dermis is Vegan Friendly, meaning it is certified with the important VEGAN OK label, which guarantees the absence of animal-derived substances in the product. Additionally, Ammorbidente Dermis offers two pleasant biodegradable fragrances, Lavender and White Flowers, that provide a fresh sensation of cleanliness to laundry and, after use, are absorbed into the environment without leaving any trace, thanks to the presence of surfactants, all exclusively plant-based and broken down by microorganisms present in water.",https://moroniamato.it/portfolio-item/dermis-ammorbidente-fiori-bianchi/,"L’ Ammorbidente Dermis è un prodotto ideale per distendere le fibre, lasciando gli indumenti gradevolmente profumati. Usato nell’ultima fase di lavaggio dei capi, è importante che l’ammorbidente sia un prodotto delicato e compatibile con la pelle, anche con la più sensibile. Per tale ragione l’Ammorbidente Dermis è ipoallergenico e soprattutto dermocompatibile. Realizzato con materie prime di origine vegetale scelte da fonti rinnovabili, l’Ammorbidente Dermis è Vegan Friendly, ovvero dotato della importante certificazione VEGAN OK che garantisce l’assenza, all’interno del prodotto, di sostanze di origine animale. L’ Ammorbidente Dermis, inoltre, presenta due gradevoli profumazioni biodegradabili, Lavanda e Fiori Bianchi, che donando una fresca sensazione di pulito al bucato e che, dopo l’uso, vengono assorbiti nell’ambiente senza lasciar alcun segno, grazie alla presenza di tensioattivi, tutti esclusivamente di origine vegetale, trasformati dai microrganismi presenti nell’acqua."
Moroni Amato,Dermis Lavatrice,Textile detergent,"The Lavatrice Dermis line features an innovative plus formula achieved through the strict use of carefully selected, plant-based raw materials from renewable sources. The hypoallergenic Lavatrice Dermis line respects and does not alter the natural delicacy and sensitivity of the skin, even that of the youngest. The line is ideal for delicate garments, respecting fibers and protecting colors by keeping them clean, soft, and unaltered over time. Invincible on all stains, even at low and medium temperatures, using the Lavatrice Dermis line ensures significant energy savings and, most importantly, a substantial reduction in environmental impact. In fact, equipped with the essential VEGAN OK certification, the Lavatrice Dermis line is excellent for gently and thoroughly cleaning any type of fabric, eliminating bad odors and leaving a pleasant scent of White Flowers or Lavender on clothes. The fragrance added to the Lavatrice Dermis line products is completely biodegradable.",https://moroniamato.it/portfolio-item/dermis-lavatrice-fiori-bianchi/,"La linea Lavatrice Dermis presenta una innovativa formula plus ottenuta grazie al rigoroso uso di materie prime di origine vegetale scelte e selezionate con grande attenzione da fonti rinnovabili. La linea Lavatrice Dermis, ipoallergenica, rispetta e non altera la naturale delicatezza e sensibilità della pelle, anche quella dei più piccoli. La linea è ideale per capi delicati, rispetta le fibre e protegge i colori mantenendoli puliti, morbidi ed inalterati nel tempo. Invincibile su tutte le macchie già a basse e medie temperature, l’utilizzo della linea Lavatrice Dermis assicura un cospicuo risparmio energetico e soprattutto una notevole riduzione dell’impatto ambientale. Dotata, infatti, dell’indispensabile certificazione VEGAN OK, la linea Lavatrice Dermis è ottima per detergere delicatamente e a fondo qualsiasi tipo di fibra, eliminando cattivi odori e lasciando sugli indumenti una piacevole profumazione ai Fiori Bianchi o alla Lavanda. Il profumo aggiunto nella composizione dei prodotti della linea Lavatrice Dermis è completamente biodegradabile."
Moroni Amato,Dermis Lavatrice,Piatti,"The Piatti Dermis line is ideal for making dishwashing operations quicker and easier. It features a highly concentrated formula that degreases and cleans dishes thoroughly, faster and more effectively than regular dish soap. The hypoallergenic Piatti Dermis line produces a rich lather that ensures cleanliness and shine for plates, pots, cutlery, and glasses. The surfactants used, all strictly plant-based and broken down by microorganisms present in water, are fully biodegradable, making the Piatti Dermis line extremely respectful of both the environment and sensitive skin, without neglecting the importance of efficacy in choosing such a product. The Piatti Dermis line is unbeatable against grease, dirt, and bad odors, while also allowing for the disposal of food residues after thoroughly polishing the dishes without any negative environmental impact, as leftovers quickly biodegrade without leaving any trace. The scents used, Green Lemon and Green Apple, are also completely biodegradable. The VEGAN OK certification granted to the Piatti Dermis line, which confirms there are no animal-derived substances in these products, proves that this product is Vegan Friendly.",https://moroniamato.it/portfolio-item/dermis-piattilimone-verde/,"La linea Piatti Dermis è ideale per rendere più facili e veloci le operazioni di pulizia delle stoviglie. Presenta una formula ad alta concentrazione di attivo che sgrassa e deterge fino in fondo le stoviglie, in modo rapido ed efficace più di un normale sapone per piatti. L’ipoallergenica linea Piatti Dermis rilascia un’abbondante schiuma che garantisce pulizia e brillantezza per piatti, pentole, posate e bicchieri. I tensioattivi presenti, tutti rigorosamente di origine vegetale, trasformati dai microrganismi presenti nell’acqua e quindi completamente biodegradabili, fanno sì che la linea Piatti Dermis rispetti profondamente l’ambiente e la pelle più delicata, non trascurando l’importanza che l’efficacia riveste nella scelta di tale prodotto. La linea Piatti Dermis è imbattibile contro grasso, sporco e cattivi odori, consentendo però, dopo aver lucidato per bene le stoviglie ed eliminato i residui di cibo, la dispersione nell’ambiente senza alcun impatto negativo, dal momento che gli avanzi si biodegradano rapidamente senza lasciare alcuna traccia. I profumi usati, Limone verde e Mela verde, sono anch’essi totalmente biodegradabili. La certificazione VEGAN OK concessa alla linea Piatti Dermis, che attesta non vi sono sostanze di origine animale in questi prodotti, è la prova che tale prodotto è Vegan Friendly."
Warburtons,Warburtons Thin Bagels Plain 6 Pack,Bread,"""Thin bagels. There's a clue in the name!"" Why not also try our Soft pittas Soft, tasty and easy to open - Perfect to fill or dip Available in white or wholemeal Source of protein Suitable for Vegans and Vegetarians Vegetarian Society Approved - Vegan Halal - HFA Approved Kosher - KLBD Source of protein",TESCO,y
Hovis,Hovis Original 7 Seeds Bread 800G,Bread & rolls,"Multiseeded Sliced Bread A scrumptious blend of seeds including toasted brown linseeds, toasted sunflower, pumpkin, golden linseeds, millet and poppy seeds giving an unmistakeable flavour and texture. At Hovis® our expert bakers created Seed Sensations®, a range of seriously tasty loaves. All are baked with a blend of seeds including brown linseed, sunflower, pumpkin, millet, golden linseed and poppy seeds - we toast some to give an even richer flavour. Made by Hovis Ltd. Designs and trademarks appearing on pack are owned by Hovis Ltd. A Tasty Blend of Sensational Seeds Omega 3 from Seeds Source of Protein Suitable for Vegetarians & Vegans Kosher - KLBD Pack size: 800G Source of Protein",TESCO,y
Hovis,Hovis Soft White Medium Bread 800G,White bread,"Soft white medium sliced white bread At Hovis®, our expert bakers have been baking bread for 130 years, so they've learnt a thing or two about making a great loaf. Our Hovis® Soft White loaves are specially made for softness so they are just perfect for that bacon sandwich or hot buttered toast. Made by Hovis Ltd. Designs and trademarks appearing on pack are owned by Hovis Ltd. Soft to The Last Slice Suitable for Vegetarians & Vegans Kosher - KLBD Pack size: 800G",TESCO,y
Warburtons,Warburtons Medium Sliced White Bread 800G,White bread,"Medium Sliced White Bread Learn more at www.warburtons.co.uk ""Our family favourite for perfect sandwiches."" Family Bakers Source of Protein Low Sugars Suitable for Vegans and Vegetarians Vegetarian Society Approved - Vegan HFA Approved Pack size: 800G Source of Protein Low Sugars",TESCO,y
Nevills,H.W Nevills 8 Plain Tortilla Wraps,Wraps,"Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Palm Oil, Humectant (Glycerol), Sugar, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Emulsifier (Mono- and Diglycerides of Fatty Acids), Acidity Regulator (Citric Acid), Preservatives (Potassium Sorbate, Calcium Propionate), Salt, Wheat Starch, Flour Treatment Agent (L-Cysteine).",TESCO,y
Kingsmill,Kingsmill 50/50 Medium Bread 800G,Half & Half Bread,"Soft White Bread made with 50% Wholemeal Wheat Flour (33% of the baked loaf) 50% of your daily whole grain in 2 slices** **based on US Dietary Guidelines of 48g of whole grain a day ® ""Kingsmill"" and ""50/50"" are Registered Trade Marks of ABF Grain Products Ltd. Suitable for Vegetarians and Vegans Kosher - SKA Halal Pack size: 800G",TESCO,y
Finest,Tesco Finest Super Seeded Farmhouse Loaf 800G,Seeded Bread,"Sliced white bread with mixed seeds and grains. Created by our expert bakers. We make this flavoursome loaf using dough blended with seeds and grains, including sunflower and pumpkin seeds, for a rich flavour. It's then rolled in a mixture of six seeds, including poppy seeds, for extra texture Packed with seeds and grains, including sunflower seeds for a rich flavour. Pack size: 800G",TESCO,y
Mince Pies,Tesco Mince Pies 6 Pack,Fruit Pies & Tarts,"Mincemeat (49%) [Sugar, Apple Purée, Sultanas, Glucose Syrup, Currants, Humectant (Glycerol), Raisins, Glucose-Fructose Syrup, Palm Oil, Rapeseed Oil, Orange Peel, Maize Starch, Mixed Spices, Lemon Peel, Apricot Purée, Barley Malt Extract, Acetic Acid, Citric Acid, Gelling Agent (Pectin), Preservatives (Potassium Sorbate, Sodium Metabisulphite, Sulphur Dioxide), Flavouring, Acidity Regulator (Sodium Citrate)], Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Glucose Syrup, Palm Oil, Rapeseed Oil, Butter (Milk) (4%), Sugar, Salt, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate).",TESCO,y
Nevills,H.W. Nevill's Part Baked Baguette 2 Pack,Part Baked Bread,"Flour, Water, Yeast, Fermented Wheat Flour, Salt, Malted Wheat Flour, Flour Treatment Agent (Ascorbic Acid), Processing Aids (Rapeseed Oil, Enzymes).",TESCO,y
Multiseed Batch,Tesco Multiseed Batch 800G,Seeded Bread,Medium sliced white loaf with mixed seeds. Medium sliced Enriched and topped with 6 seed varieties for an earthy flavour Pack size: 800G,TESCO,y
Kuchenmeister,Kuchenmeister Baked Apple Stollen Bites 275g,Fruit Loaves,Kuchenmeister Applel Stollen Bites 275g Pack size: 275G,TESCO,y
Finest,Tesco Finest All Butter & Sultana Scones 4 Pack,Scones,"4 All butter scones with sultanas, Cornish buttermilk and Cornish clotted cream. Our Tesco finest scones are made by a family run bakery specialising in scones, using only the very best ingredients. Made with buttermilk and thick, silky Cornish clotted cream for a rich flavour and soft, crumbly texture. A generous scattering of plump sultanas gives a fruity sweetness. Made with buttermilk and Cornish clotted cream for a rich flavour and crumbly texture.",TESCO,y
Warburtons,Warburtons Fruit Loaf With Cinnamon & Raisin 400G,Fruit Loaves,"Raisin Loaf with Cinnamon ""I knew the moment we got this loaf right. Fruity. Sweet. Mellow. Spicy. Hope you love it too!"" Pack size: 400G",TESCO,y
Sultana Scones,Tesco Free From 2 Sultana Scones,Cake & Sweet Bakery,"2 Gluten free sultana scones, made with rice flour, tapioca starch, butter and potato starch, glazed with egg. Made with sultanas and butter for a crumbly texture and fruity taste. Enjoy hot or cold with your favourite jam for the perfect tea time classic",TESCO,y
Finest,Tesco Finest 4 Large Teacakes,Tea Cakes,"4 Teacakes with sultanas, raisins, currants and mixed peel. Our Tesco Finest teacakes are made from dough delicately sweetened with demerara sugar, which our bakers prove until it reaches the perfect rise. We add plump sultanas, raisins and currants combined with orange and lemon peel to give hint of citrus. Baked with care and finished with a sticky glaze. Deliciously soft and packed with sultanas, currants and mixed peel for a subtle citrus flavour.",TESCO,y
Plain scones,Tesco All Butter Scones 6 Pack,Scones,"6 All butter scones. All butter recipe Oven baked for a golden finish and a soft, crumbly texture",TESCO,y
After Eight,After Eight Dark Mint Chocolate Box 300g,Chocolate,"Dark chocolates with peppermint flavoured fondant cream centre. Time to make a difference: We work hard to make After Eight good for everyone: As part of the Nestle Cocoa Plan we have supported over 45,000 children in education and trained over 100,000 cocoa farmers to help improve their lives. We partnered with the Rainforest Alliance on sustainably sources cocoa, which you support by choosing our mints. Visit nestlecocoaplan.com/communities for more details www.facebook.com/aftereight www.twitter.com/aftereightUK Good to remember Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle is one of life's little pleasures.",TESCO,y
Ambrosia,Ambrosia Devon Custard 400G,Custard,"Devon Custard made with West Country Milk. A can of our smooth Ambrosia Devon custard is the perfect accompaniment to your favourite family desserts or to enjoy as a tasty snack on its own. A family favourite for over 100 years, this tasty custard is made in our Devon Creamery using West Country milk. Not only is it a source of calcium and made with 100% natural flavours, there isn't a preservative or artificial colour in sight. Our custard is ready to serve – why not try heating and serving it with your favourite cake or crumble, or enjoy it cold as a quick and satisfying dessert? However and wherever you enjoy our creamy custard, it'll feel just like home.",TESCO,y
Heinz,Heinz Baked Beans In Tomato Sauce 4X415g,Baked Beans,"aked Beans in tomato sauce 1 of your 5 a day in 1/2 a can when eaten as part of a balanced diet. To learn more about our sustainability commitments, visit heinz.co.uk We could tell you that our Beanz are hard to beat. That they're brimming with deliciously rich, tomatoey flavour. But you already know that. Because you know what Beanz Meanz... Our Beanz are carefully cooked to perfection, ensuring a tender and unbeatable bite. Our tomato sauce is rich and expertly crafted to deliver an enjoyable balance of savory and sweet. Heinz Beanz can be enjoyed in so many ways, savored on their own, on the side of breakfast, or in a new mouthwatering recipe, the possibilities are endless. Indulge in the rich, original taste of Heinz Baked Beans-a cupboard staple that guarantees a comforting meal every time.",TESCO,y
Paxo,Paxo Sage & Onion Stuffing Mix 170GPaxo Sage & Onion Stuffing Mix 170G,Cooking Ingredients,"The Nation's favourite! There's so much you can do with Paxo Stuffing... Made from our finest ingredients, this hearty stuffing delivers mouth-watering aromas and rich flavours thanks to a blend of tasty herbs and seasonings. It's simple to make – just combine the stuffing mix with boiling water, mix well and leave to stand for five minutes. Then the mix is ready to either place into an ovenproof dish or shape into stuffing balls and bake in the oven. No roast dinner is truly complete without the perfect finishing touch of the Nation's favourite stuffing! But Paxo also offers a great way to add texture and flavour to all kinds of other dishes. Sprinkle into soups, stews and casseroles to add a delicious flavour and texture. Or try on top of pasta bakes, pork chops, steaks and fish to add a delicious crunch and flavour. Nation's favourite stuffing† † Paxo is the No.1 best selling ambient stuffing brand. Source: Circana, Major Mults, Market Data for Great Britain, 52 weeks up to and including w/e 17/02/2024",TESCO,y
Walkers,Walkers Sensations Thai Sweet Chilli Sharing Bag Crisps 150g,snacks,"Thai Sweet Chilli Flavour Potato Crisps Please dispose of this packet responsibly, or find out how you can recycle it at walkers.co.uk/recycle - Discover the extraordinary flavour of Sensations crisps, made with specially selected potatoes and thicker cut for a satisfying crunch - Sensations Thai Sweet Chilli Crisps combine a subtly sweet and spicy flavour with fragrant herbs and a delicate kick to finish - Perfect for sharing with friends - Or serve with Sensations Peanuts for the perfect party snack platter - Suitable for vegetarians - Contains no artificial colours, or Added MSG Here at Sensations, we believe in stepping into the extra-ordinary every day. Our delicious range of crisps and snacks deliver authentic flavours, intense aromas and mouth-watering recipes, evocative of a range of extra-ordinary experiences from enticing destinations to memorable moments with friends and family. We want each and every bite to deliver unforgettable tastes and textures to make your night-in that little bit more special.",TESCO,y
Skips,Kp Skips Prawn Cocktail Crisps 6 X 13.1G,Crisps,"Prawn Cocktail Flavour Tapioca Snack The hundred official team partner Discover cricket, get active thehundred.com Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise. Skips are the perfect light and melty snack Balance them on your tongue and let them melt in your mouth Made under license from Meiji Co., Ltd. Japan. ® Registered Trade Mark 298kJ / 71kcal per 13.1g pack No artificial colours No artificial flavours No MSG Suitable for Vegetarians Pack size: 78.6G",TESCO,y
Branston,Branston Baked Beans In Tomato Sauce 410G,Baked Beans,"Make every meal tasty with our baked beans in a rich, thick, tomatoey sauce. It's a taste we know you'll love! Princes Ltd.® Copyright. All rights reserved. Branston® is a registered trademark of Mizkan Euro Ltd and used under licence. In a rich, thick, tomatoey sauce ONE OF YOUR FIVE A DAY: In just 1/2 of a can! HIGH IN PROTEIN: To help maintain a healthy diet. NO NASTIES: Free from artificial colours, flavours & preservatives. MAKE EVERY MEAL TASTY WITH OUR BAKED BEANS: In a rich, thick, tomatoey sauce. It's a taste we know you'll love! Gluten Free Love Canned Food Suitable for vegetarians Pack size: 410G High Protein Low in Fat",TESCO,y
